Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2020-04-17,43.899768533051,44.000352827938,37.999758726829,44.000352827938,93272.995455164
2020-04-20,48.799997390318,48.799997390318,40.30006317608,47.490156371633,442342.1075787
2020-04-21,48.000374697818,48.794833464464,43.600148574286,45.499911992112,69917.481818648
2020-04-22,44.000352827938,45.499911992112,42.29962507399,42.999673804922,80572.771212658
2020-04-23,44.399659007528,49.400472159682,42.699717068384,42.999673804922,316012.09242635
2020-04-24,40.999999647755,41.76976137771,36.00019682892,39.600014445148,431409.15909379
2020-04-27,39.699588406716,42.999673804922,38.119763873296,38.999539675784,108519.88939466
2020-04-28,38.990334416654,39.50044048358,36.00019682892,38.900077973474,75263.150000502
2020-04-29,38.900077973474,38.95025786166,37.000090037132,37.200248293587,40709.693939665
2020-04-30,37.200248293587,37.200248293587,34.220438557561,36.449795155954,46631.139394251
2020-05-04,38.100455280974,40.000443217315,37.999758726829,40.000443217315,39950.759091175
2020-05-05,41.999780596709,41.999780596709,39.600014445148,40.70037968899,27896.457575944
2020-05-06,40.900537945445,40.900537945445,38.62998219948,38.649515310318,18483.327272851
2020-05-07,39.779629257446,39.779629257446,38.039723022566,38.05016313353,15384.262121315
2020-05-08,38.039723022566,38.800391752648,36.439579563504,37.700026508807,25055.566666834
2020-05-11,37.999758726829,38.29960320411,36.500087303397,37.080130887863,11942.263636443
2020-05-12,37.360329995048,37.360329995048,35.880079423196,36.399615267768,11834.122727352
2020-05-13,36.650065671666,36.650065671666,35.009845657611,36.500087303397,12316.372727355
2020-05-14,36.979546592976,36.979546592976,34.999517805904,35.5004186137,18826.260606186
2020-05-15,35.5004186137,36.749639633234,35.100102100791,36.449795155954,8498.3166667234
2020-05-18,36.599773524223,36.599773524223,35.599992575268,36.495035636801,11939.34090917
2020-05-19,36.099883049745,36.500087303397,36.005473014031,36.099883049745,2568.1030303201
2020-05-20,36.009514347308,38.800391752648,36.009514347308,38.699807457761,19987.557575891
2020-05-21,38.699807457761,38.699807457761,37.299709995897,37.814979988678,9335.1909091532
2020-05-22,37.459903956616,37.459903956616,36.129519493775,36.79981952142,4583.8106060911
2020-05-25,36.110098642195,36.200467344632,35.399722059556,35.950016940734,19990.480303163
2020-05-26,36.00019682892,36.70035781911,35.599992575268,36.299929046943,9300.1181818803
2020-05-27,36.495035636801,36.495035636801,35.699566536836,35.699566536836,16847.574242536
2020-05-28,36.00019682892,36.399615267768,35.650172463454,36.399615267768,5219.9909091258
2020-05-29,36.399615267768,37.600452547239,35.699566536836,36.350333453644,5687.6272727651
2020-06-01,36.00019682892,36.399615267768,35.100102100791,36.00019682892,13266.259090997
2020-06-02,36.299929046943,36.299929046943,35.620536019425,35.699566536836,3954.4500000263
2020-06-03,35.699566536836,36.994813852021,35.5004186137,35.894560867437,12227.716666748
2020-06-04,35.899724793291,36.444743489358,35.300260357246,35.410049911263,7946.8954545984
2020-06-05,35.970448125633,36.200467344632,35.199676062359,36.00019682892,10398.089394009
2020-06-08,36.200467344632,36.200467344632,34.600211626314,35.899724793291,21422.61666681
2020-06-09,36.200467344632,36.599773524223,35.34954217137,36.00019682892,13562.428787969
2020-06-10,36.200467344632,36.749639633234,35.599992575268,36.399615267768,7597.1424242931
2020-06-12,34.750077735325,36.399615267768,34.710001180331,36.399615267768,5543.4393939763
2020-06-15,36.399615267768,36.399615267768,35.399722059556,35.699566536836,3616.387878812
2020-06-16,36.00019682892,36.399615267768,35.599992575268,36.299929046943,3207.2060606275
2020-06-17,36.240543899626,36.299929046943,35.749746425022,36.180036159734,3009.4348485049
2020-06-18,36.399615267768,44.500243302415,36.200467344632,44.500243302415,96811.443940035
2020-06-19,44.979590332736,47.450192075897,42.819834474108,45.000133776892,88646.318182409
2020-06-22,45.000133776892,45.999802466589,40.850245798001,42.130113594883,27747.398485033
2020-06-23,42.14044144659,43.600148574286,40.999999647755,41.999780596709,13488.386363726
2020-06-24,42.899987584096,43.50046235346,40.999999647755,42.419630220456,15720.375757681
2020-06-25,42.899987584096,42.899987584096,40.999999647755,41.900206635141,8359.0000000557
2020-06-26,41.949600708523,41.999780596709,40.799953650558,40.799953650558,10715.692424315
2020-06-29,40.799953650558,41.50000238149,38.800391752648,38.900077973474,14192.763636458
2020-06-30,38.900077973474,40.500109173277,38.900077973474,39.020195379198,9825.2348485502
2020-07-01,40.000443217315,40.000443217315,39.020195379198,39.380323077856,2824.3287878976
2020-07-02,39.399856188693,41.799622340255,39.020195379198,41.160193608473,9345.9075758202
2020-07-03,41.165357534327,44.399659007528,41.165357534327,43.50046235346,20826.380303169
2020-07-06,43.50046235346,45.900228505021,43.119678951388,45.890012912572,23377.921212277
2020-07-07,45.700070248567,46.795271566555,44.000352827938,44.404710674124,19041.568181945
2020-07-08,44.39034148914,44.39034148914,43.009889397371,43.100145840551,5961.3893939791
2020-07-09,43.300304097006,43.950060680494,42.100477150854,42.999673804922,10140.889394007
2020-07-10,43.899768533051,43.899768533051,40.70037968899,41.900206635141,9195.874242486
2020-07-13,41.050404054456,42.499671071187,40.999999647755,41.50000238149,6126.0363636772
2020-07-14,41.999780596709,41.999780596709,39.540517038574,40.500109173277,9077.0166667271
2020-07-15,40.000443217315,40.679948504091,39.50044048358,39.899634403913,5889.2954545847
2020-07-16,39.899634403913,39.899634403913,38.999539675784,39.600014445148,5292.0848485202
2020-07-17,39.549722297705,39.549722297705,37.099551739442,38.600233496194,11029.398484921
2020-07-20,37.400406550042,37.600452547239,36.299929046943,36.79981952142,12942.810606147
